IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP74;IP_PROP265;IP_PROP61;IP_PROP324;IP_PROP81;IP_PROP325;IC_GROUP0;CV_PRICE_1;CV_CURRENCY_1
3138;Двухсекционный металлический шкаф для сумок ШРМ-28;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_old.jpg;<p>Металлический разборный шкаф из восьми отделений. Шкафы ШРМ-28 используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_OPEN1.jpg;https://paksmet.ru/catalog/sertifikat/NS-1.pdf;Paksmet;Россия;294;8 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3138;Двухсекционный металлический шкаф для сумок ШРМ-28;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_old.jpg;<p>Металлический разборный шкаф из восьми отделений. Шкафы ШРМ-28 используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;Paksmet;Россия;294;8 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3138;Двухсекционный металлический шкаф для сумок ШРМ-28;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_old.jpg;<p>Металлический разборный шкаф из восьми отделений. Шкафы ШРМ-28 используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/tz/SHRM-28.docx;Paksmet;Россия;294;8 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3138;Двухсекционный металлический шкаф для сумок ШРМ-28;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_old.jpg;<p>Металлический разборный шкаф из восьми отделений. Шкафы ШРМ-28 используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/sertifikat/NS-1.pdf;Paksmet;Россия;294;8 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3140;Трехсекционный металлический шкаф для сумок ШРМ-312;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_312.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_312.jpg;<p>Металлический разборный шкаф состоит из двенадцати отделений. Шкафы ШРМ-312 используются для хранения пакетов и сумок в крупных магазинах, личных вещей  в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/312.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;Paksmet;Россия;294;12 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3140;Трехсекционный металлический шкаф для сумок ШРМ-312;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_312.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_312.jpg;<p>Металлический разборный шкаф состоит из двенадцати отделений. Шкафы ШРМ-312 используются для хранения пакетов и сумок в крупных магазинах, личных вещей  в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/312.jpg;https://paksmet.ru/catalog/tz/SHRM-312.docx;Paksmet;Россия;294;12 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3140;Трехсекционный металлический шкаф для сумок ШРМ-312;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_312.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_312.jpg;<p>Металлический разборный шкаф состоит из двенадцати отделений. Шкафы ШРМ-312 используются для хранения пакетов и сумок в крупных магазинах, личных вещей  в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/312.jpg;https://paksmet.ru/catalog/sertifikat/NS-1.pdf;Paksmet;Россия;294;12 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3140;Трехсекционный металлический шкаф для сумок ШРМ-312;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_312.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_312.jpg;<p>Металлический разборный шкаф состоит из двенадцати отделений. Шкафы ШРМ-312 используются для хранения пакетов и сумок в крупных магазинах, личных вещей  в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;Paksmet;Россия;294;12 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3140;Трехсекционный металлический шкаф для сумок ШРМ-312;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_312.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_312.jpg;<p>Металлический разборный шкаф состоит из двенадцати отделений. Шкафы ШРМ-312 используются для хранения пакетов и сумок в крупных магазинах, личных вещей  в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/tz/SHRM-312.docx;Paksmet;Россия;294;12 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3140;Трехсекционный металлический шкаф для сумок ШРМ-312;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_312.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_312.jpg;<p>Металлический разборный шкаф состоит из двенадцати отделений. Шкафы ШРМ-312 используются для хранения пакетов и сумок в крупных магазинах, личных вещей  в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/sertifikat/NS-1.pdf;Paksmet;Россия;294;12 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3142;Промежуточная секция модульного ряда ШРМ-14-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14_old.jpg;<p>Модульные разборные шкафы ШРМ-14-М – особенность этих шкафов в возможности составлять к основной секции ШРМ-28-М дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-14М является промежуточной секцией модульного ряда. Дверь каждого отделения шкафа снабжена индивидуальным замком врезного типа.</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;Paksmet;Россия;294;4 врезных замка, 4 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3142;Промежуточная секция модульного ряда ШРМ-14-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14_old.jpg;<p>Модульные разборные шкафы ШРМ-14-М – особенность этих шкафов в возможности составлять к основной секции ШРМ-28-М дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-14М является промежуточной секцией модульного ряда. Дверь каждого отделения шкафа снабжена индивидуальным замком врезного типа.</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Paksmet;Россия;294;4 врезных замка, 4 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3144;Модульный металлический шкаф для сумок ШРМ-28-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28.jpg;<p>Модульные разборные шкафы ШРМ-28-М – особенность этих шкафов в возможности составлять из основной секции и дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-28-М включает в себя две секции (боковые) модульного ряда.  Используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/full_SHRM_28_OPEN1.JPG;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;Paksmet;Россия;294;8 врезных замков, 8 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3144;Модульный металлический шкаф для сумок ШРМ-28-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28.jpg;<p>Модульные разборные шкафы ШРМ-28-М – особенность этих шкафов в возможности составлять из основной секции и дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-28-М включает в себя две секции (боковые) модульного ряда.  Используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/full_SHRM_28_OPEN1.JPG;https://paksmet.ru/catalog/tz/SHRM-28M.docx;Paksmet;Россия;294;8 врезных замков, 8 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3144;Модульный металлический шкаф для сумок ШРМ-28-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28.jpg;<p>Модульные разборные шкафы ШРМ-28-М – особенность этих шкафов в возможности составлять из основной секции и дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-28-М включает в себя две секции (боковые) модульного ряда.  Используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/full_SHRM_28_OPEN1.JPG;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Paksmet;Россия;294;8 врезных замков, 8 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3144;Модульный металлический шкаф для сумок ШРМ-28-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28.jpg;<p>Модульные разборные шкафы ШРМ-28-М – особенность этих шкафов в возможности составлять из основной секции и дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-28-М включает в себя две секции (боковые) модульного ряда.  Используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;Paksmet;Россия;294;8 врезных замков, 8 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3144;Модульный металлический шкаф для сумок ШРМ-28-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28.jpg;<p>Модульные разборные шкафы ШРМ-28-М – особенность этих шкафов в возможности составлять из основной секции и дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-28-М включает в себя две секции (боковые) модульного ряда.  Используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/tz/SHRM-28M.docx;Paksmet;Россия;294;8 врезных замков, 8 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3144;Модульный металлический шкаф для сумок ШРМ-28-М;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28.jpg;<p>Модульные разборные шкафы ШРМ-28-М – особенность этих шкафов в возможности составлять из основной секции и дополнительных ряды с неограниченным количеством секций. Шкаф ШРМ-28-М включает в себя две секции (боковые) модульного ряда.  Используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p><ul><li>Габариты изделий приведены без учета габаритов выступающих деталей (замков и т.п.).</li><li>Допустимое отклонение +/-10% от веса изделия.</li><li>Цвет изделия может отличаться от представленного на фотографии.</li></ul>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Paksmet;Россия;294;8 врезных замков, 8 пластиковых бирки;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
